restaurants__restaurant__R__res_id,restaurants__restaurant__apikey,restaurants__restaurant__average_cost_for_two,restaurants__restaurant__book_again_url,restaurants__restaurant__book_form_web_view_url,restaurants__restaurant__cuisines,restaurants__restaurant__currency,restaurants__restaurant__deeplink,restaurants__restaurant__events_url,restaurants__restaurant__featured_image,restaurants__restaurant__has_online_delivery,restaurants__restaurant__has_table_booking,restaurants__restaurant__id,restaurants__restaurant__include_bogo_offers,restaurants__restaurant__is_book_form_web_view,restaurants__restaurant__is_delivering_now,restaurants__restaurant__is_table_reservation_supported,restaurants__restaurant__is_zomato_book_res,restaurants__restaurant__location__address,restaurants__restaurant__location__city,restaurants__restaurant__location__city_id,restaurants__restaurant__location__country_id,restaurants__restaurant__location__latitude,restaurants__restaurant__location__locality,restaurants__restaurant__location__locality_verbose,restaurants__restaurant__location__longitude,restaurants__restaurant__location__zipcode,restaurants__restaurant__menu_url,restaurants__restaurant__mezzo_provider,restaurants__restaurant__name,restaurants__restaurant__opentable_support,restaurants__restaurant__photos_url,restaurants__restaurant__price_range,restaurants__restaurant__switch_to_order_menu,restaurants__restaurant__thumb,restaurants__restaurant__url,restaurants__restaurant__user_rating__aggregate_rating,restaurants__restaurant__user_rating__rating_color,restaurants__restaurant__user_rating__rating_text,restaurants__restaurant__user_rating__votes,results_found,results_shown,results_start
18186581,hidden,175,,,American,MYR,zomato://restaurant/18186581,https://www.zomato.com/kuala-lumpur/chilis-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186581_CHAIN_5dea4e4657fc988e8b21fd83cf8c37cd.jpg,0,0,18186581,True,0,0,0,0,"3.46B, Third Level, Suria KLCC, Kuala Lumpur City Center, Kuala Lumpur 50088",Kuala Lumpur,88,123,3.1574872629,Suria KLCC,"Suria KLCC, Kuala Lumpur",101.712212339,50088,https://www.zomato.com/kuala-lumpur/chilis-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Chili's,0,https://www.zomato.com/kuala-lumpur/chilis-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186581_CHAIN_5dea4e4657fc988e8b21fd83cf8c37cd.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/chilis-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,62,,,
18194197,hidden,80,,,"Cafe, Desserts",MYR,zomato://restaurant/18194197,https://www.zomato.com/kuala-lumpur/soft-launch-cafe-sri-petaling/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18194197_RESTAURANT_be53d9c9a0577a93e493bf29f8d67228.jpg,0,0,18194197,True,0,0,0,0,"101.1, First Floor, Jalan Radin Bagus, Sri Petaling, Kuala Lumpur 57000",Kuala Lumpur,88,123,3.071218,Sri Petaling,"Sri Petaling, Kuala Lumpur",101.693534,57000,https://www.zomato.com/kuala-lumpur/soft-launch-cafe-sri-petaling/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Soft Launch Cafe,0,https://www.zomato.com/kuala-lumpur/soft-launch-cafe-sri-petaling/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18194197_RESTAURANT_be53d9c9a0577a93e493bf29f8d67228.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/soft-launch-cafe-sri-petaling?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,50,,,
18178295,hidden,90,,,Western,MYR,zomato://restaurant/18178295,https://www.zomato.com/kuala-lumpur/acme-bar-coffee-the-troika-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18178295_CHAIN_ac4cea3cf50244d44feabac486804a2a.jpg,0,0,18178295,True,0,0,0,0,"G1, Ground Floor, Tower A, The Troika, 19, Persiaran KLCC, Kuala Lumpur City Center, Kuala Lumpur 50450",Kuala Lumpur,88,123,3.1578779361,The Troika,"The Troika, Kuala Lumpur",101.7177738994,50450,https://www.zomato.com/kuala-lumpur/acme-bar-coffee-the-troika-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Acme Bar & Coffee - The Troika,0,https://www.zomato.com/kuala-lumpur/acme-bar-coffee-the-troika-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18178295_CHAIN_ac4cea3cf50244d44feabac486804a2a.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/acme-bar-coffee-the-troika-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,88,,,
18179910,hidden,40,,,Indian,MYR,zomato://restaurant/18179910,https://www.zomato.com/kuala-lumpur/devis-corner-bangsar-baru/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179910_CHAIN_d9362f80c3e6eb6c205d4de094fb2877.JPG,0,0,18179910,True,0,0,0,0,"14, Jalan Telawi 4, Bangsar Baru, Bangsar, Kuala Lumpur 59100",Kuala Lumpur,88,123,3.1313555556,Bangsar Baru,"Bangsar Baru, Kuala Lumpur",101.6715083333,59100,https://www.zomato.com/kuala-lumpur/devis-corner-bangsar-baru/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Devi's Corner,0,https://www.zomato.com/kuala-lumpur/devis-corner-bangsar-baru/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,0,https://b.zmtcdn.com/data/res_imagery/18179910_CHAIN_d9362f80c3e6eb6c205d4de094fb2877.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/devis-corner-bangsar-baru?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,93,,,
18186927,hidden,145,,,Indonesian,MYR,zomato://restaurant/18186927,https://www.zomato.com/kuala-lumpur/naughty-nuris-desa-sri-hartamas/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186927_CHAIN_cf23625da8321aeb8d984b440fd01e3f.jpg,0,0,18186927,True,0,0,0,0,"2, Ground Floor, Jalan 24/70A, Desa Sri Hartamas, Kuala Lumpur 50480",Kuala Lumpur,88,123,3.1636349086,Desa Sri Hartamas,"Desa Sri Hartamas, Kuala Lumpur",101.6508799419,50480,https://www.zomato.com/kuala-lumpur/naughty-nuris-desa-sri-hartamas/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Naughty Nuri's,0,https://www.zomato.com/kuala-lumpur/naughty-nuris-desa-sri-hartamas/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186927_CHAIN_cf23625da8321aeb8d984b440fd01e3f.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/naughty-nuris-desa-sri-hartamas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,51,,,
18197090,hidden,150,,,"Asian, Western",MYR,zomato://restaurant/18197090,https://www.zomato.com/kuala-lumpur/jibby-east-cafe-restaurant-taman-melati/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,0,0,18197090,True,0,0,0,0,"KL East Gallery, Opposite Middle Ring Road 2, Taman Melati, Kuala Lumpur 53100",Kuala Lumpur,88,123,3.226287,Taman Melati,"Taman Melati, Kuala Lumpur",101.728706,53100,https://www.zomato.com/kuala-lumpur/jibby-east-cafe-restaurant-taman-melati/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Jibby East Cafe & Restaurant,0,https://www.zomato.com/kuala-lumpur/jibby-east-cafe-restaurant-taman-melati/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,,https://www.zomato.com/kuala-lumpur/jibby-east-cafe-restaurant-taman-melati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,45,,,
18414994,hidden,50,,,Fast Food,MYR,zomato://restaurant/18414994,https://www.zomato.com/kuala-lumpur/4fingers-crispy-chicken-brickfields/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186388_CHAIN_b0fc64da3a92bb8ec61948a6f0047878.jpg,0,0,18414994,True,0,0,0,0,"CC.14, Concourse Level, Nu Sentral Mall, 201 Jalan Tun Sambathan, Brickfields, Kuala Lumpur",Kuala Lumpur,88,123,3.1357117713,NU Sentral,"NU Sentral, Kuala Lumpur",101.6881358251,,https://www.zomato.com/kuala-lumpur/4fingers-crispy-chicken-brickfields/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,4Fingers Crispy Chicken,0,https://www.zomato.com/kuala-lumpur/4fingers-crispy-chicken-brickfields/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186388_CHAIN_b0fc64da3a92bb8ec61948a6f0047878.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/4fingers-crispy-chicken-brickfields?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,60,,,
18195566,hidden,40,,,Cafe,MYR,zomato://restaurant/18195566,https://www.zomato.com/kuala-lumpur/rubberduck-desa-sri-hartamas/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,0,0,18195566,True,0,0,0,0,"K.0.6, Plaza Damas, Jalan Sri Hartamas 1, Sri Hartamas, Desa Sri Hartamas, Kuala Lumpur 50480",Kuala Lumpur,88,123,3.1643670397,Plaza Damas,"Plaza Damas, Kuala Lumpur",101.6565528139,50480,https://www.zomato.com/kuala-lumpur/rubberduck-desa-sri-hartamas/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Rubberduck,0,https://www.zomato.com/kuala-lumpur/rubberduck-desa-sri-hartamas/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,0,,https://www.zomato.com/kuala-lumpur/rubberduck-desa-sri-hartamas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,45,,,
18183899,hidden,25,,,Chinese,MYR,zomato://restaurant/18183899,https://www.zomato.com/kuala-lumpur/restoran-yut-kee-chow-kit/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18183899_RESTAURANT_af41fdc3e2533d611804aac92b827af6.jpg,0,0,18183899,True,0,0,0,0,"37, Jalan Kamunting Off Jalan Dang Wangi, Chow Kit, Kuala Lumpur 50100",Kuala Lumpur,88,123,3.156134468,Chow Kit,"Chow Kit, Kuala Lumpur",101.7000223696,50100,https://www.zomato.com/kuala-lumpur/restoran-yut-kee-chow-kit/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Restoran Yut Kee,0,https://www.zomato.com/kuala-lumpur/restoran-yut-kee-chow-kit/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,0,https://b.zmtcdn.com/data/res_imagery/18183899_RESTAURANT_af41fdc3e2533d611804aac92b827af6.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/restoran-yut-kee-chow-kit?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,53,,,
18186322,hidden,80,,,Japanese,MYR,zomato://restaurant/18186322,https://www.zomato.com/kuala-lumpur/senya-japanese-family-izakaya-jalan-dutamas/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186322_RESTAURANT_6c7fe88afef5d51fd1f1e882eab5e039.jpg,0,0,18186322,True,0,0,0,0,"D5.G3.05, Floor G3, Block D5, Publika, Solaris Dutamas, 1, Jalan Dutamas, Kuala Lumpur 50480",Kuala Lumpur,88,123,3.1712809167,Publika,"Publika, Kuala Lumpur",101.6675408185,50480,https://www.zomato.com/kuala-lumpur/senya-japanese-family-izakaya-jalan-dutamas/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Senya Japanese Family IZAKAYA,0,https://www.zomato.com/kuala-lumpur/senya-japanese-family-izakaya-jalan-dutamas/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186322_RESTAURANT_6c7fe88afef5d51fd1f1e882eab5e039.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/senya-japanese-family-izakaya-jalan-dutamas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,37,,,
18198015,hidden,100,,,"Japanese, Thai, Fusion",MYR,zomato://restaurant/18198015,https://www.zomato.com/kuala-lumpur/kaiju-company-off-jalan-bangsar/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18198015_RESTAURANT_74a3f7ae35ff5208766f8170a15c60c7.jpg,0,0,18198015,True,0,0,0,0,"29, APW Bangsar, Jalan Riong, Off Jalan Bangsar, Bangsar, Kuala Lumpur 59100",Kuala Lumpur,88,123,3.1245238945,APW Bangsar,"APW Bangsar, Kuala Lumpur",101.6737786308,59100,https://www.zomato.com/kuala-lumpur/kaiju-company-off-jalan-bangsar/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Kaiju Company,0,https://www.zomato.com/kuala-lumpur/kaiju-company-off-jalan-bangsar/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18198015_RESTAURANT_74a3f7ae35ff5208766f8170a15c60c7.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/kaiju-company-off-jalan-bangsar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,41,,,
18456826,hidden,60,,,Indian,MYR,zomato://restaurant/18456826,https://www.zomato.com/kuala-lumpur/flour-bukit-damansara/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,0,0,18456826,True,0,0,0,0,"69 & 71, Ground Floor, Plaza Damansara, Jalan Medan Setia 2, Bukit Damansara, Kuala Lumpur 50490",Kuala Lumpur,88,123,3.1503472222,Plaza Damansara,"Plaza Damansara, Kuala Lumpur",101.6537777778,50490,https://www.zomato.com/kuala-lumpur/flour-bukit-damansara/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,FLOUR,0,https://www.zomato.com/kuala-lumpur/flour-bukit-damansara/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,,https://www.zomato.com/kuala-lumpur/flour-bukit-damansara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,48,,,
18181818,hidden,55,,,Indian,MYR,zomato://restaurant/18181818,https://www.zomato.com/kuala-lumpur/betel-leaf-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18181818_CHAIN_192cbe116a908dfb7c58365d79ed32ed.jpg,0,0,18181818,True,0,0,0,0,"77A - 79A, Leboh Ampang, Kuala Lumpur City Center, Kuala Lumpur 50100",Kuala Lumpur,88,123,3.1497983026,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.6972824931,50100,https://www.zomato.com/kuala-lumpur/betel-leaf-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Betel Leaf,0,https://www.zomato.com/kuala-lumpur/betel-leaf-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18181818_CHAIN_192cbe116a908dfb7c58365d79ed32ed.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/betel-leaf-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,44,,,
18180100,hidden,80,,,"Malaysian, Chinese",MYR,zomato://restaurant/18180100,https://www.zomato.com/kuala-lumpur/grandmamas-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18180100_CHAIN_ea0a13bc11dc6284c421c5e573f620a9.jpg,0,0,18180100,True,0,0,0,0,"6.01.02, P6.01.00 & P6.02.00, Level 6, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.1487387562,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.7139896378,55100,https://www.zomato.com/kuala-lumpur/grandmamas-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Grandmama's,0,https://www.zomato.com/kuala-lumpur/grandmamas-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18180100_CHAIN_ea0a13bc11dc6284c421c5e573f620a9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/grandmamas-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,35,,,
18179914,hidden,60,,,Burger,MYR,zomato://restaurant/18179914,https://www.zomato.com/kuala-lumpur/kgb-bangsar-baru/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179914_CHAIN_e8faee9b3193f6c4d3da9162eef285bd.jpg?output-format=webp,0,0,18179914,True,0,0,0,0,"23, Jalan Telawi 2, Bangsar Baru, Bangsar, Kuala Lumpur 59100",Kuala Lumpur,88,123,3.1316444444,Bangsar Baru,"Bangsar Baru, Kuala Lumpur",101.6717916667,59100,https://www.zomato.com/kuala-lumpur/kgb-bangsar-baru/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,KGB,0,https://www.zomato.com/kuala-lumpur/kgb-bangsar-baru/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179914_CHAIN_e8faee9b3193f6c4d3da9162eef285bd.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/kgb-bangsar-baru?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,67,,,
18180795,hidden,235,,,Italian,MYR,zomato://restaurant/18180795,https://www.zomato.com/kuala-lumpur/strato-the-troika-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18180795_RESTAURANT_edfc01204679aea9fdc38fdc4633b513.jpg,0,0,18180795,True,0,0,0,0,"Level 23A, Tower B, 19, Persiaran KLCC, Kuala Lumpur City Center, Kuala Lumpur 50450",Kuala Lumpur,88,123,3.1587443128,The Troika,"The Troika, Kuala Lumpur",101.7186623812,50450,https://www.zomato.com/kuala-lumpur/strato-the-troika-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Strato - The Troika,0,https://www.zomato.com/kuala-lumpur/strato-the-troika-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18180795_RESTAURANT_edfc01204679aea9fdc38fdc4633b513.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/strato-the-troika-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,33,,,
18179336,hidden,60,,,Cafe,MYR,zomato://restaurant/18179336,https://www.zomato.com/kuala-lumpur/thirdwave-cafe-bangsar-south/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179336_RESTAURANT_447ec4e50e298a08d176fce21860d82b.jpg,0,0,18179336,True,0,0,0,0,"1.11, First Floor, Nexus, 7, Jalan Kerinchi, Bangsar South, Kuala Lumpur 59200",Kuala Lumpur,88,123,3.1101166667,Nexus,"Nexus, Kuala Lumpur",101.6655722222,59200,https://www.zomato.com/kuala-lumpur/thirdwave-cafe-bangsar-south/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Thirdwave Cafe,0,https://www.zomato.com/kuala-lumpur/thirdwave-cafe-bangsar-south/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179336_RESTAURANT_447ec4e50e298a08d176fce21860d82b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/thirdwave-cafe-bangsar-south?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,31,,,
18190814,hidden,110,,,Italian,MYR,zomato://restaurant/18190814,https://www.zomato.com/kuala-lumpur/la-risata-bukit-damansara/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18190814_RESTAURANT_4bfc038a6da94fb87c958e5bab7a9658.jpg,0,0,18190814,True,0,0,0,0,"128, Jalan Kasah, Medan Damansara, Bukit Damansara, Kuala Lumpur 50490",Kuala Lumpur,88,123,3.1399916667,Bukit Damansara,"Bukit Damansara, Kuala Lumpur",101.6574388889,50490,https://www.zomato.com/kuala-lumpur/la-risata-bukit-damansara/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,La Risata,0,https://www.zomato.com/kuala-lumpur/la-risata-bukit-damansara/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18190814_RESTAURANT_4bfc038a6da94fb87c958e5bab7a9658.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/la-risata-bukit-damansara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,26,,,
18192245,hidden,60,,,"Juices, Healthy Food",MYR,zomato://restaurant/18192245,https://www.zomato.com/kuala-lumpur/goodness-greens-café-taman-tun-dr-ismail/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18192245_RESTAURANT_0430a869cba295c66bbbfaaebaf39303.jpg,0,0,18192245,True,0,0,0,0,"32, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, Kuala Lumpur 60000",Kuala Lumpur,88,123,3.1416345786,Taman Tun Dr Ismail,"Taman Tun Dr Ismail, Kuala Lumpur",101.629627794,60000,https://www.zomato.com/kuala-lumpur/goodness-greens-café-taman-tun-dr-ismail/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Goodness Greens Café,0,https://www.zomato.com/kuala-lumpur/goodness-greens-café-taman-tun-dr-ismail/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18192245_RESTAURANT_0430a869cba295c66bbbfaaebaf39303.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/goodness-greens-café-taman-tun-dr-ismail?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,39,,,
18196725,hidden,150,,,Japanese,MYR,zomato://restaurant/18196725,https://www.zomato.com/kuala-lumpur/ishin-japanese-dining-taman-desa/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18196725_RESTAURANT_ee7b94b24a6cbaf02bd6fe94b472a855.jpg,0,0,18196725,True,0,0,0,0,"202, Persiaran Klang, Batu 3/34, Off Jalan Klang Lama, Taman Desa, Kuala Lumpur 58100",Kuala Lumpur,88,123,3.1029693452,Taman Desa,"Taman Desa, Kuala Lumpur",101.6779816523,58100,https://www.zomato.com/kuala-lumpur/ishin-japanese-dining-taman-desa/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Ishin Japanese Dining,0,https://www.zomato.com/kuala-lumpur/ishin-japanese-dining-taman-desa/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18196725_RESTAURANT_ee7b94b24a6cbaf02bd6fe94b472a855.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/ishin-japanese-dining-taman-desa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.3,5BA829,Very Good,30,,,
